activity_full_date,E-Bike,Weight_Training,Swim,Workout,Walk,Hike,Bike,Run
2020-03-31,0.0,5.964722222222222,4.336666666666667,5.511666666666667,3.8822222222222225,0.0,6.133333333333334,2.6666666666666665
2020-04-30,0.0,0.0,0.0,3.964722222222222,2.6994444444444445,0.0,8.996944444444445,6.638333333333334
2020-05-31,0.0,0.0,0.0,0.0,3.868888888888889,0.0,3.0222222222222226,6.866666666666666
2020-06-30,0.0,0.0,2.3133333333333335,0.0,1.6213888888888888,2.9233333333333333,5.5905555555555555,11.510833333333332
2020-07-31,0.0,0.0,1.7861111111111112,3.305833333333333,0.0,12.5925,6.6947222222222225,8.285277777777777
2020-08-31,0.0,0.0,0.14722222222222223,0.0,0.0,5.988055555555556,0.0,3.5661111111111112
2020-09-30,0.0,0.0,2.8066666666666666,0.0,0.6136111111111112,0.0,5.293055555555555,2.5219444444444443
2020-10-31,0.0,0.0,0.5469444444444445,0.0,0.0,0.0,3.332222222222222,3.2108333333333334
2020-11-30,0.0,0.0,0.5816666666666667,0.0,0.0,0.0,0.8402777777777778,0.5325
2020-12-31,1.8308333333333333,0.0,0.0,0.0,0.0,0.0,9.964444444444444,12.246944444444445
2021-01-31,0.0,0.0,0.0,0.0,0.3852777777777778,0.5033333333333333,8.692222222222222,7.581388888888889
2021-02-28,0.0,0.0,0.0,0.0,0.0,2.2277777777777774,12.5325,7.633055555555556
2021-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2383333333333337
2021-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.120277777777778
